Loyalty Number,Segment,Cluster,CLV,CLV_Tier,Churn_Probability,Risk_Tier,Formal_Churn,Behavioral_Churn,Never_Flew,Total_Flights,Activity_Rate,Flights_Trend,Months_Since_Last_Flight_at_cutoff,Redemption_Ratio,Tenure,Salary_Imputed,Card_Enc,Education_Enc,Marital_Enc
148865,Gone Dark,0,5673.84,Standard,0.8921002160310744,High Risk,0,0,0,0,0.0,0,999.0,0.0,0,73510.0,1,1,2
952322,New & Volatile,2,5674.38,Standard,0.312570961873001,Stable,0,0,0,29,0.3103437574353191,5,0.0,0.0,1,51097.0,1,2,1
428305,Loyal Core,1,5677.47,Standard,0.2989215518411004,Stable,0,0,0,22,0.4090890495952291,-4,0.0,0.0267589819524732,3,65088.0,1,2,1
172444,New & Volatile,2,5677.64,Standard,0.3054875459304366,Stable,0,0,0,16,0.4374972656420897,8,0.0,0.0189138069939934,1,70746.0,1,2,0
308176,New & Volatile,2,5678.05,Standard,0.3093131965174996,Stable,0,0,0,16,0.5624964843969725,-4,1.0,0.0,1,73510.0,1,1,1
782124,New & Volatile,2,5678.05,Standard,0.3099681978533429,Stable,0,0,0,25,0.31999872000512,9,0.0,0.0119360762024515,2,73510.0,1,1,1
194254,Loyal Core,1,5680.28,Standard,0.3094099864712237,Stable,0,0,0,20,0.3499982500087499,-6,0.0,0.0183833560082423,4,92097.0,1,2,1
161769,New & Volatile,2,5680.47,Standard,0.3206090122313743,Stable,0,0,0,25,0.31999872000512,13,0.0,0.0095784926361554,2,98023.0,1,2,1
793995,New & Volatile,2,5680.47,Standard,0.3079586435445348,Stable,0,0,0,17,0.4705854671443109,3,1.0,0.0127752958195183,2,98023.0,1,2,1
747926,Loyal Core,1,5686.74,Standard,0.2991744737149617,Stable,0,0,0,22,0.4090890495952291,-4,0.0,0.022062911420445,1,51231.0,1,2,1
930562,New & Volatile,2,5686.92,Standard,0.3156639349573683,Stable,0,0,0,24,0.3749984375065104,8,0.0,0.0338464154395645,2,78112.0,1,2,1
326280,Loyal Core,1,5687.9,Standard,0.3100004759665442,Stable,0,0,0,28,0.2857132653097667,-6,1.0,0.0,4,104897.0,1,2,0
834799,Loyal Core,1,5697.18,Standard,0.3010589669489928,Stable,0,0,0,16,0.4374972656420897,4,0.0,0.0250469629511711,5,51699.0,1,2,1
169697,Loyal Core,1,5701.28,Standard,0.3022973048964249,Stable,0,0,0,21,0.3809505669020623,7,1.0,0.0182394684637189,4,62021.0,1,2,1
263260,Loyal Core,1,5703.29,Standard,0.3015251872701639,Stable,0,0,0,16,0.3749976562646483,2,0.0,0.0244008502879742,4,62229.0,1,2,0
976153,Loyal Core,1,5703.29,Standard,0.3014535193342894,Stable,0,0,0,24,0.3749984375065104,4,0.0,0.0091368674710429,4,62229.0,1,2,0
573505,New & Volatile,2,5708.02,Standard,0.299451872582176,Stable,0,0,0,18,0.3888867284070644,8,0.0,0.0,3,83333.0,1,2,0
565710,Loyal Core,1,5710.33,Standard,0.3557961681065868,Watch,0,0,0,14,0.3571403061406704,-8,5.0,0.0334908425016699,5,69334.0,1,2,1
698932,Reward Maximizers,3,5717.74,Standard,0.4152303410964041,Watch,1,1,0,8,0.499993750078124,0,2.0,0.0338643514846479,1,81916.0,1,2,1
170311,Reward Maximizers,3,5718.28,Standard,0.3041845759926889,Stable,0,0,0,14,0.4999964285969386,0,0.0,0.0395445132528751,3,65664.0,1,2,2
897904,Loyal Core,1,5718.28,Standard,0.294955896964112,Stable,0,0,0,18,0.3333314814917695,-8,1.0,0.0171243390171436,4,65664.0,1,2,2
108857,Reward Maximizers,3,5719.09,Standard,0.736653796981435,High Risk,1,1,0,4,0.2499937501562461,4,1.0,0.1762217962301787,0,88691.0,1,2,1
410558,Reward Maximizers,3,5720.77,Standard,0.3177874573694459,Stable,0,0,0,18,0.3888867284070644,8,1.0,0.0605145454317269,1,62472.0,1,2,1
590752,New & Volatile,2,5727.33,Standard,0.3165939301128934,Stable,0,0,0,24,0.3749984375065104,8,0.0,0.0085959885198801,2,105034.0,1,2,1
389551,Reward Maximizers,3,5728.58,Standard,0.5390404414621033,High Risk,0,0,0,11,0.454541322351615,11,0.0,0.0335356598366034,4,53661.0,1,2,1
430265,New & Volatile,2,5736.46,Standard,0.6497897158221803,High Risk,0,0,0,5,0.3999920001599968,5,1.0,0.0,0,102826.0,1,2,1
403507,Loyal Core,1,5737.23,Standard,0.311208283481496,Stable,0,0,0,17,0.411762283751272,1,1.0,0.0162733929288789,3,73218.0,1,2,1
974441,New & Volatile,2,5739.82,Standard,0.5704215992835231,High Risk,1,1,0,14,0.3571403061406704,14,0.0,0.0,0,73510.0,1,1,0
415088,Gone Dark,0,5741.7,Standard,0.8983762045660744,High Risk,0,0,0,0,0.0,0,999.0,0.0,0,65435.0,1,2,1
466813,New & Volatile,2,5741.73,Standard,0.6482333704040398,High Risk,1,1,0,5,0.3999920001599968,5,1.0,0.0,0,95306.0,1,2,1
824906,New & Volatile,2,5743.4,Standard,0.3272391860077965,Stable,0,0,0,15,0.399997333351111,3,2.0,0.030087928054186,1,77111.0,1,2,2
183755,Loyal Core,1,5745.12,Standard,0.3038063371507342,Stable,0,0,0,25,0.3599985600057599,1,0.0,0.0,1,54144.0,1,2,1
695878,Loyal Core,1,5745.12,Standard,0.2979737549101818,Stable,0,0,0,25,0.3999984000063999,-1,0.0,0.0139272140002936,2,54144.0,1,2,1
770968,Reward Maximizers,3,5745.42,Standard,0.3120999064427974,Stable,0,0,0,12,0.5833284722627311,-2,0.0,0.0340815086633126,2,73510.0,1,1,0
631557,Reward Maximizers,3,5746.15,Standard,0.3017787732294461,Stable,0,0,0,17,0.411762283751272,5,0.0,0.0368972317319688,3,77268.0,1,2,1
992168,Loyal Core,1,5746.33,Standard,0.3171435773505556,Stable,0,0,0,37,0.3513504017556709,11,0.0,0.011534473799277,5,66386.0,1,0,1
595169,Loyal Core,1,5749.88,Standard,0.3090462091290641,Stable,0,0,0,24,0.3333319444502314,8,0.0,0.0,5,48601.0,1,2,2
750384,Loyal Core,1,5754.85,Standard,0.3850544937528317,Watch,0,0,0,10,0.3999960000399996,-8,1.0,0.0,2,53464.0,1,2,1
510502,New & Volatile,2,5755.54,Standard,0.4722958025341705,Watch,0,0,0,14,0.3571403061406704,12,0.0,0.0431620763372023,0,103331.0,1,2,1
241436,New & Volatile,2,5757.44,Standard,0.3083640266431082,Stable,0,0,0,15,0.4666635555762962,3,0.0,0.0144125920085571,2,97030.0,1,2,2
523272,Loyal Core,1,5757.44,Standard,0.3090212140556109,Stable,0,0,0,27,0.2962951989066707,5,1.0,0.0,2,97030.0,1,2,2
767907,Loyal Core,1,5757.44,Standard,0.3092473369539266,Stable,0,0,0,29,0.3448263971503547,5,0.0,0.0,3,97030.0,1,2,2
889697,Loyal Core,1,5757.49,Standard,0.3162493133426129,Stable,0,0,0,24,0.3333319444502314,2,0.0,0.0329527340263728,2,91538.0,1,2,2
883468,Loyal Core,1,5759.91,Standard,0.3412643855975843,Stable,1,1,0,20,0.2999985000074999,10,3.0,0.0147243599233376,4,94433.0,1,2,1
186668,Reward Maximizers,3,5761.32,Standard,0.2940544231189906,Stable,0,0,0,16,0.3749976562646483,-6,0.0,0.0348283429211564,2,92929.0,1,2,1
491005,Reward Maximizers,3,5762.47,Standard,0.3279685784144269,Stable,0,0,0,13,0.4615349112699133,-3,0.0,0.0705982988446721,3,80316.0,1,2,1
266474,New & Volatile,2,5763.27,Standard,0.4180154444879593,Watch,0,0,0,11,0.272724793410969,5,4.0,0.0,2,55121.0,1,2,0
368330,Loyal Core,1,5770.68,Standard,0.311289303730307,Stable,0,0,0,29,0.3103437574353191,3,0.0,0.0,3,73510.0,1,1,0
629753,Loyal Core,1,5771.61,Standard,0.3311604914161082,Stable,0,0,0,29,0.2758611177202837,-1,2.0,0.0,3,79989.0,1,2,2
409798,Loyal Core,1,5773.9,High,0.3213853119699809,Stable,0,0,0,26,0.34615251479802,-8,1.0,0.0390202785487126,2,70161.0,1,2,1
949952,Loyal Core,1,5773.9,High,0.3013305915524528,Stable,0,0,0,27,0.3333320987700046,5,0.0,0.0,5,70161.0,1,2,1
210339,Loyal Core,1,5775.52,High,0.3074499346645958,Stable,0,0,0,22,0.3636347107513147,2,0.0,0.0386010279775425,3,73510.0,1,1,0
557872,New & Volatile,2,5776.34,High,0.3756298306388181,Watch,0,0,0,15,0.3333311111259258,1,3.0,0.0,0,76184.0,1,0,1
343706,New & Volatile,2,5780.18,High,0.3317872656232336,Stable,0,0,0,18,0.3888867284070644,0,1.0,0.0133866260202175,1,69274.0,1,2,0
937250,New & Volatile,2,5785.22,High,0.3162642760183496,Stable,0,0,0,21,0.3333317460393046,3,1.0,0.0146061553968024,1,54825.0,1,2,1
871445,Loyal Core,1,5786.49,High,0.3255389564911951,Stable,0,0,0,15,0.5333297778014814,-1,2.0,0.0138090540668376,2,64677.0,1,2,1
681250,New & Volatile,2,5789.35,High,0.4593788132061924,Watch,0,0,0,12,0.2499979166840276,10,4.0,0.0,1,87406.0,1,2,1
418930,New & Volatile,2,5789.85,High,0.3484363406173311,Stable,0,0,0,22,0.3181803719074004,4,1.0,0.009299154596948,0,88413.0,1,2,1
412024,New & Volatile,2,5790.46,High,0.3322862206731304,Stable,0,0,0,20,0.44999775001125,2,0.0,0.0123355020686681,0,70282.0,1,2,1
905634,New & Volatile,2,5790.46,High,0.3197972409953661,Stable,1,0,0,16,0.3124980468872069,6,0.0,0.0,3,70282.0,1,2,1
299760,Loyal Core,1,5790.57,High,0.4150150169981648,Watch,0,0,0,18,0.3333314814917695,16,0.0,0.0164475947407349,5,93777.0,1,2,2
182534,Loyal Core,1,5791.01,High,0.2960432425041477,Stable,0,0,0,23,0.5217368620136434,-5,0.0,0.015698634201715,5,56639.0,1,2,1
996333,Loyal Core,1,5791.61,High,0.2989846035689567,Stable,0,0,0,25,0.3599985600057599,-1,0.0,0.0,5,90798.0,1,2,1
617099,Loyal Core,1,5793.16,High,0.2986970279810834,Stable,0,0,0,18,0.4444419753223593,-8,1.0,0.0,3,101960.0,1,2,1
274211,Loyal Core,1,5794.1,High,0.2986062108588168,Stable,0,0,0,18,0.4444419753223593,0,0.0,0.0187497669558662,2,96572.0,1,2,2
318753,New & Volatile,2,5794.1,High,0.7702544123827645,High Risk,0,0,0,1,0.999900009999,1,1.0,0.0,0,96572.0,1,2,2
618830,Loyal Core,1,5797.6,High,0.3475039584903526,Stable,0,0,0,20,0.3499982500087499,0,2.0,0.0306842003493224,3,82599.0,1,2,1
429894,New & Volatile,2,5799.06,High,0.444228449690624,Watch,0,0,0,9,0.5555493827846357,-5,2.0,0.0,1,79864.0,1,2,1
253619,New & Volatile,2,5800.19,High,0.4478384201594412,Watch,0,0,0,8,0.6249921875976551,4,0.0,0.0,1,73510.0,1,1,1
633631,Loyal Core,1,5808.93,High,0.3459240930392354,Stable,0,0,0,19,0.3157878116430966,-13,5.0,0.0,4,63578.0,1,2,2
196892,New & Volatile,2,5809.26,High,0.4533248098257629,Watch,0,0,0,8,0.374995312558593,2,0.0,0.0,2,51645.0,1,2,1
215869,New & Volatile,2,5812.0,High,0.307910079226993,Stable,0,0,0,17,0.3529391003582331,3,0.0,0.0,2,74819.0,1,2,2
241600,Loyal Core,1,5815.05,High,0.3284418504911952,Stable,0,0,0,21,0.3333317460393046,-9,4.0,0.0262844672806835,5,73510.0,1,1,1
665467,Loyal Core,1,5817.83,High,0.336466025395045,Stable,0,0,0,18,0.3888867284070644,-14,3.0,0.0257446724000444,3,95440.0,1,2,1
494263,New & Volatile,2,5821.13,High,0.3310593668834435,Stable,0,0,0,16,0.4999968750195311,-4,1.0,0.0184433787589694,0,76622.0,1,2,1
860017,Loyal Core,1,5821.79,High,0.3021874357866503,Stable,0,0,0,28,0.3571415816372084,4,0.0,0.0339908417602001,5,75875.0,1,2,0
275531,Gone Dark,0,5823.16,High,0.8953474977549113,High Risk,0,0,0,0,0.0,0,999.0,0.0,0,96564.0,1,2,2
366467,Loyal Core,1,5824.82,High,0.3130157448000673,Stable,0,0,0,16,0.4999968750195311,-8,0.0,0.0138867314489834,3,61882.0,1,2,1
359816,Loyal Core,1,5828.18,High,0.3020976038207988,Stable,0,0,0,22,0.3181803719074004,-4,0.0,0.0138202423616551,2,54857.0,1,2,1
432255,Loyal Core,1,5837.53,High,0.3026396173396485,Stable,0,0,0,28,0.3214274234734876,-2,0.0,0.0479226016192632,5,92867.0,1,2,1
235716,Reward Maximizers,3,5838.13,High,0.3115243681492455,Stable,0,0,0,12,0.4999958333680552,0,1.0,0.0343879757039126,1,72459.0,1,2,1
533638,New & Volatile,2,5838.9,High,0.3134768762510601,Stable,0,0,0,28,0.2857132653097667,6,1.0,0.0,1,91239.0,1,2,1
750152,Loyal Core,1,5838.9,High,0.3080197302070878,Stable,0,0,0,18,0.3888867284070644,-6,1.0,0.0,4,91239.0,1,2,1
972636,New & Volatile,2,5838.9,High,0.3840910452404419,Watch,0,0,0,15,0.2666648889007407,3,4.0,0.0184541977389952,0,91239.0,1,2,1
938516,New & Volatile,2,5841.53,High,0.3094592558884701,Stable,0,0,0,18,0.3888867284070644,8,1.0,0.018794595358146,2,73510.0,1,1,2
625945,New & Volatile,2,5846.11,High,0.3573713408248502,Watch,0,0,0,13,0.3076899408466089,-1,5.0,0.0,1,94805.0,1,2,1
538760,Gone Dark,0,5846.42,High,0.8971450217563612,High Risk,0,0,0,0,0.0,0,999.0,0.0,0,73510.0,1,1,0
897835,New & Volatile,2,5847.42,High,0.3177358605518534,Stable,0,0,0,22,0.3181803719074004,2,0.0,0.0136684737517053,1,67642.0,1,0,1
464970,New & Volatile,2,5862.8,High,0.6767282335780741,High Risk,0,0,0,3,0.6666444451851604,3,2.0,0.0,0,86877.0,1,2,1
529140,Loyal Core,1,5864.38,High,0.311148137342494,Stable,0,0,0,26,0.34615251479802,0,0.0,0.0097315655199277,1,84616.0,1,2,1
698242,Loyal Core,1,5867.13,High,0.3008125569459753,Stable,0,0,0,30,0.3333322222259259,-2,0.0,0.0,5,52308.0,1,2,1
442014,Reward Maximizers,3,5872.96,High,0.3163769477040468,Stable,0,0,0,19,0.3684191135836127,-3,1.0,0.0421368545732818,1,88366.0,1,2,2
381395,Loyal Core,1,5878.2,High,0.334996330197443,Stable,0,0,0,33,0.272726446283496,-1,2.0,0.0115999668332091,1,48050.0,1,2,1
740603,New & Volatile,2,5878.45,High,0.6829686765729115,High Risk,0,0,0,4,0.4999875003124922,4,2.0,0.0,0,50491.0,1,2,1
464720,Loyal Core,1,5884.31,High,0.334219346507439,Stable,0,0,0,20,0.3499982500087499,4,0.0,0.0204355789927312,2,73510.0,1,1,0
230337,Gone Dark,0,5885.34,High,0.8975222190576635,High Risk,0,0,0,0,0.0,0,999.0,0.0,0,73510.0,1,1,0
441356,New & Volatile,2,5885.34,High,0.6672371893220973,High Risk,0,0,0,4,0.7499812504687383,4,0.0,0.0,0,73510.0,1,1,0
770727,New & Volatile,2,5890.53,High,0.5997189690188598,High Risk,1,1,0,12,0.2499979166840276,12,0.0,0.0,0,88160.0,1,2,1
651622,New & Volatile,2,5895.11,High,0.3010918842904298,Stable,0,0,0,18,0.4444419753223593,4,0.0,0.0,2,89241.0,1,2,2
858294,Loyal Core,1,5897.75,High,0.3134415377469652,Stable,0,0,0,15,0.399997333351111,-7,1.0,0.014839204299133,1,60582.0,1,2,2
465197,Loyal Core,1,5904.85,High,0.3071691865865378,Stable,0,0,0,26,0.34615251479802,4,0.0,0.0,5,97730.0,1,2,0
105992,Loyal Core,1,5905.97,High,0.3098317127363848,Stable,0,0,0,30,0.2999990000033333,0,0.0,0.0095482399659202,1,75700.0,1,2,1
469404,Loyal Core,1,5907.91,High,0.3082883519146752,Stable,0,0,0,19,0.3157878116430966,7,0.0,0.0124996073851336,3,96152.0,1,2,0
660457,New & Volatile,2,5908.16,High,0.3297043035391008,Stable,0,0,0,13,0.384612426058261,5,1.0,0.0,3,95040.0,1,2,2
333451,New & Volatile,2,5913.31,High,0.3170388819630765,Stable,0,0,0,27,0.3333320987700046,11,1.0,0.0279292392787514,2,63866.0,1,2,0
823789,Reward Maximizers,3,5914.95,High,0.3973494629816958,Watch,0,0,0,14,0.3571403061406704,8,4.0,0.0349965346933772,3,68653.0,1,2,1
722324,Loyal Core,1,5923.21,High,0.3039215247160576,Stable,0,0,0,19,0.3684191135836127,-1,1.0,0.0,4,58751.0,1,2,1
227234,Reward Maximizers,3,5924.67,High,0.5002410130622825,High Risk,0,0,0,6,0.6666555557407376,2,0.0,0.1189453698297676,0,89266.0,1,2,1
967738,Gone Dark,0,5924.67,High,0.9507696965364384,High Risk,0,0,1,0,0.0,0,999.0,0.0,5,89266.0,1,2,1
266479,Gone Dark,0,5926.73,High,0.9017710595474544,High Risk,0,0,0,0,0.0,0,999.0,0.0,0,111948.0,1,3,1
775573,Reward Maximizers,3,5926.73,High,0.3147188639146521,Stable,0,0,0,21,0.3809505669020623,1,0.0,0.0425866155134483,3,111948.0,1,3,1
948747,Loyal Core,1,5926.96,High,0.3076417166674515,Stable,0,0,0,18,0.3333314814917695,-2,1.0,0.0319236982937622,5,73510.0,1,1,1
814490,New & Volatile,2,5927.39,High,0.6796214769567002,High Risk,0,0,0,3,0.6666444451851604,3,0.0,0.0,0,56465.0,1,2,2
381459,Loyal Core,1,5932.56,High,0.3009937887527971,Stable,0,0,0,22,0.3636347107513147,2,0.0,0.0350327006673295,5,67234.0,1,2,1
871972,Loyal Core,1,5935.82,High,0.3068248185848453,Stable,0,0,0,23,0.4347807183447028,3,0.0,0.0212921406210481,4,78616.0,1,2,1
176480,New & Volatile,2,5936.01,High,0.5812166357288353,High Risk,0,0,0,9,0.4444395062277086,9,0.0,0.0378649632877226,0,73510.0,1,1,0
433752,Gone Dark,0,5943.07,High,0.8990177877067425,High Risk,0,0,0,0,0.0,0,999.0,0.0,0,77363.0,1,2,1
709566,Loyal Core,1,5947.22,High,0.3149159468910681,Stable,0,0,0,21,0.2857129251765468,7,0.0,0.0154365078752519,4,81490.0,1,2,1
216109,Loyal Core,1,5948.99,High,0.3087066281304357,Stable,0,0,0,21,0.4285693877648202,-5,1.0,0.0192532847038724,4,96390.0,1,2,1
528160,Reward Maximizers,3,5963.17,High,0.3041172184080728,Stable,0,0,0,16,0.4374972656420897,4,0.0,0.0417864342451995,1,95584.0,1,2,1
497201,Loyal Core,1,5964.35,High,0.3064674440524391,Stable,0,0,0,24,0.3749984375065104,4,0.0,0.0,2,103675.0,1,2,1
518582,Loyal Core,1,5968.12,High,0.3560910945318526,Watch,0,0,0,17,0.2941159169651943,-1,1.0,0.0334258401682829,2,98476.0,1,2,1
708566,Reward Maximizers,3,5970.82,High,0.2999489521851113,Stable,0,0,0,15,0.4666635555762962,3,0.0,0.0462713775229126,2,71108.0,1,0,0
168349,Reward Maximizers,3,5971.31,High,0.3553622748850199,Watch,0,0,0,9,0.6666592593415629,-1,1.0,0.0581201662217717,3,69971.0,1,2,2
735266,New & Volatile,2,5979.72,High,0.3156042012768089,Stable,0,0,0,22,0.3181803719074004,6,0.0,0.0187242393769411,2,74123.0,1,2,2
943460,Loyal Core,1,5979.72,High,0.2972122144951639,Stable,0,0,0,19,0.4210504155241288,-1,1.0,0.0,2,74123.0,1,2,2
932973,Reward Maximizers,3,5980.85,High,0.3118715011870616,Stable,0,0,0,26,0.4230752958642467,0,0.0,0.0416747367755351,2,48697.0,1,2,1
185509,New & Volatile,2,5989.77,High,0.3131960943656818,Stable,0,0,0,27,0.2962951989066707,11,1.0,0.0129192951118059,2,80816.0,1,2,0
255108,Loyal Core,1,5989.77,High,0.3231975131516669,Stable,0,0,0,13,0.384612426058261,1,1.0,0.0184002367987807,4,80816.0,1,2,0
395384,New & Volatile,2,5989.77,High,0.3902565503498308,Watch,0,0,0,13,0.384612426058261,9,1.0,0.0,0,80816.0,1,2,0
650721,Reward Maximizers,3,5989.77,High,0.664533727238108,High Risk,0,0,0,2,0.4999750012499374,2,2.0,0.1979345912664674,0,80816.0,1,2,0
948117,New & Volatile,2,5989.77,High,0.3065927395015345,Stable,0,0,0,20,0.3999980000099999,8,0.0,0.0216100789168905,2,80816.0,1,2,0
595028,Loyal Core,1,5994.26,High,0.3061890107855781,Stable,0,0,0,23,0.3478245746757623,5,0.0,0.0,2,86264.0,1,2,1
963016,Loyal Core,1,5999.38,High,0.3048835367333034,Stable,0,0,0,22,0.3636347107513147,2,0.0,0.0343284041789016,5,253369.0,1,4,2
129914,Reward Maximizers,3,6005.03,High,0.3667062511096896,Watch,0,0,0,9,0.5555493827846357,3,1.0,0.0486797559331093,2,68180.0,1,0,1
400486,New & Volatile,2,6005.21,High,0.3101176892769739,Stable,0,0,0,25,0.31999872000512,9,0.0,0.0,2,51573.0,1,2,0
878653,Reward Maximizers,3,6005.21,High,0.3196249364918782,Stable,0,0,0,11,0.545449586821938,1,0.0,0.0483705973376399,2,51573.0,1,2,0
323154,Loyal Core,1,6005.85,High,0.3107317557900743,Stable,0,0,0,27,0.3333320987700046,3,0.0,0.0137232360642735,1,81333.0,1,3,0
466795,Reward Maximizers,3,6005.85,High,0.416293613199753,Watch,0,0,0,8,0.499993750078124,-4,3.0,0.0360870858327161,4,81333.0,1,3,0
683288,Loyal Core,1,6005.85,High,0.3521852006494306,Watch,1,1,0,11,0.363633057881292,-3,2.0,0.0180698151208631,3,81333.0,1,3,0
686220,Loyal Core,1,6005.85,High,0.3433380596111444,Stable,0,0,0,30,0.2666657777807407,16,0.0,0.0,5,81333.0,1,3,0
831442,New & Volatile,2,6005.85,High,0.3170867402745185,Stable,0,0,0,15,0.399997333351111,9,0.0,0.0,3,81333.0,1,3,0
469075,Reward Maximizers,3,6006.96,High,0.3368494553732414,Stable,0,0,0,19,0.3684191135836127,5,3.0,0.0594861658119691,4,73510.0,1,1,1
249352,Loyal Core,1,6013.74,High,0.2974188030803487,Stable,0,0,0,18,0.4444419753223593,-2,0.0,0.0226413525709719,2,72217.0,1,0,1
372824,New & Volatile,2,6013.74,High,0.304370417247,Stable,0,0,0,24,0.3749984375065104,4,0.0,0.0,1,72217.0,1,0,1
128950,Loyal Core,1,6031.52,High,0.3064920391949716,Stable,0,0,0,20,0.4999975000124999,2,0.0,0.0,3,68157.0,1,2,0
178461,Loyal Core,1,6033.22,High,0.3324797915775693,Stable,1,1,0,15,0.2666648889007407,-3,1.0,0.0,2,73510.0,1,1,0
678967,Reward Maximizers,3,6035.09,High,0.3337589207619491,Stable,0,0,0,15,0.3333311111259258,-1,1.0,0.0384927064500977,1,53557.0,1,2,1
854831,New & Volatile,2,6035.09,High,0.7202218018388767,High Risk,0,0,0,1,0.999900009999,1,0.0,0.0,0,53557.0,1,2,1
407798,New & Volatile,2,6042.91,High,0.3760587781411103,Watch,0,0,0,18,0.2777762345764746,14,0.0,0.0,3,50858.0,1,2,2
552823,New & Volatile,2,6051.8,High,0.7152247599971255,High Risk,0,0,0,3,0.3333222225925802,3,3.0,0.0,3,73510.0,1,1,0
906826,Loyal Core,1,6051.8,High,0.3085910685561114,Stable,0,0,0,26,0.3076911242649067,2,0.0,0.0256443735783449,1,73510.0,1,1,0
817744,Loyal Core,1,6054.49,High,0.3134755584397145,Stable,0,0,0,21,0.3809505669020623,1,0.0,0.0,3,138073.0,1,4,1
163615,Reward Maximizers,3,6057.07,High,0.3811388794944343,Watch,0,0,0,9,0.5555493827846357,-5,0.0,0.0429191078082405,3,126642.0,1,3,1
399065,Loyal Core,1,6057.07,High,0.3066377989704166,Stable,0,0,0,23,0.3913026465102325,5,0.0,0.0248884714137392,5,126642.0,1,3,1
612488,Loyal Core,1,6057.07,High,0.3217603054124865,Stable,0,0,0,23,0.2608684310068217,3,0.0,0.0,2,126642.0,1,3,1
644893,New & Volatile,2,6057.07,High,0.4040579168827721,Watch,1,1,0,21,0.238094104313789,9,0.0,0.0,0,126642.0,1,3,1
627670,New & Volatile,2,6066.12,High,0.3418501180286354,Stable,0,0,0,22,0.2727260330634861,4,0.0,0.0,0,55781.0,1,2,1
723061,Loyal Core,1,6081.05,High,0.3159118692240477,Stable,0,0,0,36,0.3055547067924811,-2,0.0,0.0116271953743606,2,73510.0,1,1,0
621218,Loyal Core,1,6085.3,High,0.2973198179905372,Stable,0,0,0,23,0.4347807183447028,-3,0.0,0.0156486469651654,2,64625.0,1,2,0
265072,Loyal Core,1,6086.43,High,0.2967622402414995,Stable,0,0,0,22,0.4090890495952291,6,0.0,0.0,5,81845.0,1,3,2
402638,New & Volatile,2,6086.43,High,0.6866564510974097,High Risk,0,0,0,5,0.3999920001599968,5,0.0,0.0,0,81845.0,1,3,2
960913,Loyal Core,1,6098.46,High,0.3136510080722289,Stable,0,0,0,28,0.2857132653097667,2,0.0,0.0098885967958728,1,86244.0,1,2,1
796347,New & Volatile,2,6104.5,High,0.3201046998246673,Stable,0,0,0,22,0.3636347107513147,6,0.0,0.0,1,156945.0,1,4,1
688178,New & Volatile,2,6104.85,High,0.3063100458853813,Stable,0,0,0,18,0.3333314814917695,0,0.0,0.0130077927849483,1,77608.0,1,2,1
237293,Loyal Core,1,6109.14,High,0.307358241487863,Stable,0,0,0,25,0.3599985600057599,-3,0.0,0.0314004048481415,4,73510.0,1,1,0
880406,Loyal Core,1,6109.14,High,0.3117195499878837,Stable,0,0,0,22,0.3636347107513147,-6,1.0,0.0,1,73510.0,1,1,0
245356,Reward Maximizers,3,6113.87,High,0.3564561448663976,Watch,0,0,0,16,0.3749976562646483,-2,0.0,0.0958371871980438,1,73510.0,1,1,0
362736,Loyal Core,1,6113.87,High,0.2962150466103125,Stable,0,0,0,24,0.3333319444502314,-2,0.0,0.0175296725772018,5,73510.0,1,1,0
459971,New & Volatile,2,6117.03,High,0.3036727518658244,Stable,0,0,0,13,0.5384573964815655,1,0.0,0.0,1,73510.0,1,1,0
994541,Loyal Core,1,6120.19,High,0.3027271395289688,Stable,0,0,0,22,0.3636347107513147,-8,0.0,0.027643175297918,4,68380.0,1,0,1
517533,Loyal Core,1,6121.11,High,0.350668091440557,Watch,0,0,0,31,0.2580636836655365,-11,3.0,0.0102181956322518,1,51508.0,1,2,1
667041,Loyal Core,1,6131.66,High,0.3116118309426821,Stable,0,0,0,26,0.3076911242649067,10,0.0,0.0128583627842909,3,98334.0,1,2,1
968090,Loyal Core,1,6134.39,High,0.3224341240755763,Stable,0,0,0,19,0.2631565097025805,-3,0.0,0.0,4,64012.0,1,2,2
387584,Loyal Core,1,6158.85,High,0.3116837183193857,Stable,0,0,0,21,0.3809505669020623,-1,1.0,0.0179094649616149,4,73510.0,1,1,0
384328,New & Volatile,2,6165.56,High,0.4585125237494816,Watch,0,0,0,9,0.4444395062277086,-7,5.0,0.0,0,73510.0,1,1,0
615989,New & Volatile,2,6167.85,High,0.3931945483376643,Watch,0,0,0,19,0.2631565097025805,3,0.0,0.0,0,51875.0,1,2,1
351238,Loyal Core,1,6176.7,High,0.309800501066886,Stable,0,0,0,14,0.4999964285969386,-2,0.0,0.0258053633588911,3,68149.0,1,2,1
396726,New & Volatile,2,6179.7,High,0.3717115515010576,Watch,0,0,0,11,0.545449586821938,-3,1.0,0.0,0,73510.0,1,1,0
553973,Loyal Core,1,6185.34,High,0.3231862482958116,Stable,0,0,0,29,0.3103437574353191,1,0.0,0.0440526493660385,3,47288.0,1,2,2
512179,Loyal Core,1,6186.5,High,0.3138756509338706,Stable,0,0,0,18,0.4444419753223593,0,1.0,0.0292627348986216,4,96575.0,1,2,2
407032,Reward Maximizers,3,6187.35,High,0.3065521082164231,Stable,0,0,0,21,0.3809505669020623,3,0.0,0.0369978856954172,2,73510.0,1,1,0
