Loyalty Number,Male_Enc,Education_Enc,Marital_Enc,Card_Enc,Salary_Imputed,Salary_Was_Imputed,CLV,Tenure,Promo_Enroll,Total_Flights,Total_Distance,Total_Points_Acc,Total_Points_Red,Avg_Flights_Month,Max_Flights_Month,Active_Months,Activity_Rate,Redemption_Ratio,Avg_Distance_Per_Flight,Months_Since_Last_Flight_at_cutoff,Flights_Q1,Flights_Q2,Flights_Q3,Flights_Q4,Flights_H1,Flights_H2,Flights_Trend,Churn,Formal_Churn,Behavioral_Churn,Never_Flew
348215,0,2,1,0,63521.0,False,2523.65,1,0,28,37518,37518.0,0,2.3333333333333335,5,8,0.28571326530976676,0.0,1339.9237859864786,0.0,7.0,9.0,6.0,6.0,16,12,-4,0,0,0,0
208323,0,0,1,0,52209.0,False,2523.96,2,0,15,18541,18541.0,1286,1.25,3,7,0.4666635555762962,0.06935979683210292,1236.058426277158,1.0,3.0,4.0,3.0,5.0,7,8,1,0,0,0,0
244296,1,0,1,0,52209.0,False,2523.96,3,0,26,47128,47128.0,751,2.1666666666666665,6,8,0.3076911242649067,0.01593532503833109,1812.6084130445652,1.0,1.0,8.0,13.0,4.0,9,17,8,0,0,0,0
577501,0,1,1,0,73510.0,True,2524.65,3,0,14,26099,26099.0,0,1.1666666666666667,4,5,0.35714030614067044,0.0,1864.2009699930716,0.0,1.0,10.0,0.0,3.0,11,3,-8,0,0,0,0
961218,0,1,1,0,73510.0,True,2524.65,4,0,13,18172,18172.0,0,1.0833333333333333,4,5,0.38461242605826107,0.0,1397.8354012661441,1.0,4.0,3.0,2.0,4.0,7,6,-1,0,0,0,0
343103,1,2,1,0,56409.0,False,2526.73,4,0,20,23895,23895.0,614,1.6666666666666667,4,9,0.44999775001125,0.02569575214188846,1194.7440262798686,0.0,6.0,5.0,1.0,8.0,11,9,-2,0,0,0,0
454880,1,2,1,0,56409.0,False,2526.73,5,0,17,26706,26706.0,743,1.4166666666666667,5,5,0.29411591696519435,0.027821463237394355,1570.931935694496,0.0,1.0,7.0,5.0,4.0,8,9,1,0,0,0,0
328188,0,2,1,0,90991.0,False,2527.65,1,0,22,31834,31834.0,579,1.8333333333333333,6,7,0.31818037190740045,0.018188100715624485,1446.9934227571694,0.0,5.0,1.0,9.0,7.0,6,16,10,0,0,0,0
625451,0,2,0,0,97127.0,False,2529.08,2,0,21,31120,31120.0,1850,1.75,4,9,0.4285693877648202,0.059447300580182195,1481.8977052490227,0.0,6.0,6.0,6.0,3.0,12,9,-3,0,0,0,0
979644,1,2,2,0,68916.0,False,2530.33,5,0,23,33321,33321.0,601,1.9166666666666667,6,9,0.39130264651023255,0.018036673515090564,1448.7328315963844,0.0,4.0,6.0,11.0,2.0,10,13,3,0,0,0,0
887266,0,0,2,0,71147.0,False,2530.64,3,0,24,31369,31369.0,535,2.0,5,8,0.33333194445023145,0.01705505429865455,1307.0362206824138,1.0,3.0,7.0,9.0,5.0,10,14,4,0,0,0,0
128032,1,2,0,0,97363.0,False,2530.71,0,0,2,4914,4914.0,0,0.16666666666666666,2,1,0.49997500124993743,0.0,2456.8771561421927,0.0,0.0,0.0,0.0,2.0,0,2,2,0,0,0,0
337066,0,2,0,0,97363.0,False,2530.71,0,0,24,39280,39280.0,775,2.0,5,7,0.2916654513939525,0.01973014251596196,1636.6598472506364,0.0,0.0,6.0,10.0,8.0,6,18,12,0,0,0,0
582066,0,2,0,0,97363.0,False,2530.71,3,0,17,25659,25659.0,0,1.4166666666666667,6,6,0.35293910035823317,0.0,1509.3440626819843,0.0,1.0,5.0,8.0,3.0,6,11,5,0,0,0,0
643705,0,2,0,0,97363.0,False,2530.71,2,0,15,23451,23451.0,1189,1.25,4,8,0.5333297778014814,0.05070146240799342,1563.3895774028174,0.0,5.0,1.0,7.0,2.0,6,9,3,0,0,0,0
752107,0,2,0,0,97363.0,False,2530.71,3,0,27,44896,44896.0,1134,2.25,4,9,0.3333320987700046,0.02525837485464546,1662.808656264236,1.0,6.0,5.0,10.0,6.0,11,16,5,0,0,0,0
798881,0,2,0,0,97363.0,False,2530.71,1,0,15,16513,16513.0,835,1.25,5,7,0.4666635555762962,0.05056622024728262,1100.8593276044826,0.0,8.0,0.0,3.0,4.0,8,7,-1,0,0,0,0
918112,1,2,0,0,97363.0,False,2530.71,3,0,25,36413,36413.0,420,2.0833333333333335,5,8,0.31999872000512,0.011534342098881328,1456.5141739433043,2.0,11.0,3.0,7.0,4.0,14,11,-3,0,0,0,0
977305,0,2,0,0,97363.0,False,2530.71,3,0,14,28498,28498.0,0,1.1666666666666667,4,8,0.5714244898250727,0.0,2035.5568888793653,1.0,2.0,1.0,5.0,6.0,3,11,8,0,0,0,0
447796,0,2,1,0,59575.0,False,2530.81,4,0,16,22261,22261.0,0,1.3333333333333333,5,5,0.31249804688720695,0.0,1391.3038043512229,1.0,3.0,1.0,9.0,3.0,4,12,8,0,0,0,0
584845,1,2,1,0,59575.0,False,2530.81,2,0,28,40926,40926.0,507,2.3333333333333335,7,11,0.3928557398009293,0.012388212841743115,1461.6376370084392,0.0,3.0,8.0,13.0,4.0,11,17,6,0,0,0,0
498643,1,4,1,0,286236.0,False,2531.59,4,0,24,32384,32384.0,643,2.0,6,8,0.33333194445023145,0.019855484128410684,1349.327711134537,0.0,7.0,7.0,7.0,3.0,14,10,-4,0,0,0,0
190227,0,1,0,0,73510.0,True,2533.8,2,0,28,35449,35449.0,0,2.3333333333333335,6,9,0.3214274234734876,0.0,1266.03119274574,2.0,9.0,5.0,13.0,1.0,14,14,0,0,0,0,0
212849,1,1,0,0,73510.0,True,2533.8,4,0,17,28336,28336.0,0,1.4166666666666667,5,6,0.35293910035823317,0.0,1666.8137246251492,0.0,5.0,0.0,7.0,5.0,5,12,7,0,0,0,0
100753,1,2,2,0,47717.0,False,2534.31,2,0,36,41248,41248.0,340,3.0,5,11,0.3055547067924811,0.008242823874508282,1145.7745950705691,0.0,10.0,8.0,10.0,8.0,18,18,0,0,0,0,0
794723,0,2,2,0,47717.0,False,2534.31,2,0,11,14321,14321.0,1095,0.9166666666666666,5,3,0.272724793410969,0.0764611404478658,1301.8972554794957,0.0,0.0,0.0,8.0,3.0,0,11,11,0,0,0,0
460349,0,2,0,0,100694.0,False,2534.95,2,0,21,37710,37710.0,0,1.75,6,7,0.3333317460393046,0.0,1795.7057347345965,0.0,5.0,5.0,7.0,4.0,10,11,1,0,0,0,0
317776,1,4,1,0,238930.0,False,2534.99,4,0,25,40631,40631.0,827,2.0833333333333335,6,8,0.31999872000512,0.020353916909862133,1625.2334990660038,0.0,6.0,3.0,11.0,5.0,9,16,7,0,0,0,0
543901,0,2,2,0,82587.0,False,2535.22,3,0,27,32707,32707.0,1379,2.25,4,9,0.3333320987700046,0.042162228140268966,1211.3658838300598,0.0,4.0,10.0,8.0,5.0,14,13,-1,0,0,0,0
837641,0,2,2,0,82587.0,False,2535.22,1,0,20,30216,30216.0,0,1.6666666666666667,5,8,0.39999800000999997,0.0,1510.7924460377699,0.0,6.0,2.0,5.0,7.0,8,12,4,0,0,0,0
718962,1,2,1,0,95520.0,False,2535.27,1,0,17,18174,18174.0,1205,1.4166666666666667,6,7,0.41176228375127205,0.0663035101446929,1069.0525349850884,0.0,5.0,1.0,8.0,3.0,6,11,5,0,0,0,0
309304,1,1,1,0,73510.0,True,2535.32,3,0,28,52074,52074.0,0,2.3333333333333335,5,10,0.35714158163720844,0.0,1859.7790722175992,0.0,6.0,4.0,11.0,7.0,10,18,8,0,0,0,0
515775,0,2,1,0,57264.0,False,2536.89,5,0,21,22136,22136.0,1386,1.75,6,7,0.3333317460393046,0.06261293791736114,1054.0902186180067,0.0,5.0,3.0,11.0,2.0,8,13,5,0,0,0,0
576363,0,2,2,0,99521.0,False,2537.38,5,0,21,29943,29943.0,0,1.75,4,9,0.4285693877648202,0.0,1425.8503530935568,0.0,6.0,5.0,7.0,3.0,11,10,-1,0,0,0,0
190827,0,1,1,0,73510.0,True,2537.67,0,0,6,8208,8208.0,0,0.5,3,2,0.3333277778703688,0.0,1367.9772003799937,0.0,0.0,0.0,0.0,6.0,0,6,6,0,0,0,0
599372,0,1,1,0,73510.0,True,2537.74,4,0,5,6378,6378.0,0,0.4166666666666667,2,4,0.7999840003199936,0.0,1275.57448851023,0.0,0.0,1.0,1.0,3.0,1,4,3,0,0,0,0
446988,0,2,1,0,73339.0,False,2537.81,2,0,16,22784,22784.0,489,1.3333333333333333,6,8,0.49999687501953116,0.02146242968108133,1423.9911000556247,1.0,4.0,2.0,9.0,1.0,6,10,4,0,0,0,0
618719,1,2,1,0,50570.0,False,2537.93,4,0,22,32732,32732.0,1239,1.8333333333333333,5,8,0.36363471075131476,0.037852865581532245,1487.8114190390045,0.0,7.0,7.0,6.0,2.0,14,8,-6,0,0,0,0
381189,0,2,2,0,59429.0,False,2537.97,2,0,24,31161,31161.0,502,2.0,5,8,0.33333194445023145,0.01610988088922088,1298.3695901267079,1.0,7.0,11.0,2.0,4.0,18,6,-12,0,0,0,0
575821,1,2,2,0,59429.0,False,2537.97,0,0,5,7668,7668.0,0,0.4166666666666667,4,2,0.3999920001599968,0.0,1533.5693286134278,0.0,0.0,0.0,0.0,5.0,0,5,5,0,0,0,0
243191,1,3,2,0,97596.0,False,2538.63,3,0,25,31264,31264.0,424,2.0833333333333335,5,9,0.35999856000575997,0.013561924214553722,1250.554997780009,1.0,4.0,9.0,7.0,5.0,13,12,-1,0,0,0,0
269694,0,3,2,0,97596.0,False,2538.63,4,0,26,53720,53720.0,501,2.1666666666666665,6,8,0.3076911242649067,0.0093261355001375,2066.145899438848,0.0,5.0,1.0,13.0,7.0,6,20,14,0,0,0,0
312545,0,3,2,0,97596.0,False,2538.63,0,0,4,7248,7248.0,0,0.3333333333333333,4,1,0.24999375015624611,0.0,1811.9547011324719,1.0,0.0,0.0,0.0,4.0,0,4,4,0,0,0,0
353096,1,3,2,0,97596.0,False,2538.63,3,0,19,19737,19737.0,0,1.5833333333333333,6,5,0.26315650970258053,0.0,1038.7840063999663,0.0,5.0,0.0,9.0,5.0,5,14,9,0,0,0,0
401766,1,3,2,0,97596.0,False,2538.63,2,0,26,32781,32781.0,0,2.1666666666666665,5,9,0.34615251479802,0.0,1260.8028430659883,1.0,3.0,9.0,9.0,5.0,12,14,2,0,0,0,0
446352,0,3,2,0,97596.0,False,2538.63,2,0,20,26628,26628.0,480,1.6666666666666667,5,7,0.34999825000874996,0.018026137832258756,1331.3933430332847,0.0,5.0,6.0,5.0,4.0,11,9,-2,0,0,0,0
549686,1,3,2,0,97596.0,False,2538.63,4,0,16,28458,28458.0,932,1.3333333333333333,4,8,0.49999687501953116,0.032750017454669975,1778.6138836632272,0.0,4.0,2.0,7.0,3.0,6,10,4,0,0,0,0
911668,1,3,2,0,97596.0,False,2538.63,4,0,16,18115,18115.0,417,1.3333333333333333,6,6,0.37499765626464837,0.023019596891970206,1132.1804238723507,0.0,2.0,6.0,3.0,5.0,8,8,0,0,0,0,0
453032,0,2,1,0,104953.0,False,2538.86,3,0,23,29389,29389.0,0,1.9166666666666667,5,7,0.304346502841292,0.0,1277.7770531432473,0.0,7.0,0.0,3.0,13.0,7,16,9,0,0,0,0
559576,1,2,1,0,72072.0,False,2539.99,5,0,21,32668,32668.0,0,1.75,5,10,0.476188208627578,0.0,1555.6116399445716,1.0,6.0,4.0,7.0,4.0,10,11,1,0,0,0,0
513099,1,2,0,0,83221.0,False,2540.41,3,0,11,13225,13225.0,803,0.9166666666666666,4,4,0.363633057881292,0.0607183360248141,1202.2617976200218,3.0,5.0,2.0,4.0,0.0,7,4,-3,0,0,0,0
316933,0,2,1,0,59073.0,False,2540.55,0,0,10,17330,17330.0,823,0.8333333333333334,4,4,0.39999600003999963,0.047489901630179444,1732.9826701732984,0.0,0.0,0.0,5.0,5.0,0,10,10,0,0,0,0
162489,1,2,0,0,63048.0,False,2540.69,5,0,20,29461,29461.0,0,1.6666666666666667,5,6,0.29999850000749995,0.0,1473.042634786826,0.0,3.0,5.0,5.0,7.0,8,12,4,0,0,0,0
950933,1,2,0,0,63048.0,False,2540.69,1,0,21,32352,32352.0,1175,1.75,4,8,0.38095056690206236,0.03631923826558099,1540.5640925519403,1.0,3.0,7.0,6.0,5.0,10,11,1,0,0,0,0
139135,1,1,0,0,73510.0,True,2541.52,0,0,7,12680,12680.0,583,0.5833333333333334,3,5,0.7142755103498521,0.045977917618470684,1811.402694247225,3.0,0.0,2.0,5.0,0.0,2,5,3,0,0,0,0
374931,1,2,1,0,78406.0,False,2541.52,4,0,20,28112,28112.0,434,1.6666666666666667,5,7,0.34999825000874996,0.015438246957035263,1405.5929720351398,1.0,2.0,4.0,7.0,7.0,6,14,8,0,0,0,0
713520,0,1,0,0,73510.0,True,2541.52,5,0,17,25287,25287.0,545,1.4166666666666667,5,7,0.41176228375127205,0.02155257633743593,1487.4618384597738,5.0,8.0,8.0,1.0,0.0,16,1,-15,1,0,1,0
779106,1,2,1,0,78406.0,False,2541.52,4,0,17,28414,28414.0,379,1.4166666666666667,3,7,0.41176228375127205,0.013338495061101938,1671.4019329298062,1.0,6.0,4.0,4.0,3.0,10,7,-3,0,0,0,0
778066,0,2,1,0,49243.0,False,2541.63,0,0,8,8760,8760.0,0,0.6666666666666666,3,4,0.499993750078124,0.0,1094.9863126710916,0.0,0.0,0.0,2.0,6.0,0,8,8,0,0,0,0
820204,0,2,1,0,49243.0,False,2541.63,4,0,25,35301,35301.0,744,2.0833333333333335,5,7,0.27999888000448,0.021075890141707347,1412.0343518625925,2.0,4.0,12.0,5.0,4.0,16,9,-7,0,0,0,0
592350,1,2,1,0,93736.0,False,2542.06,0,0,26,34693,34693.0,0,2.1666666666666665,5,8,0.3076911242649067,0.0,1334.3410217653009,0.0,5.0,9.0,7.0,5.0,14,12,-2,0,0,0,0
900853,1,2,1,0,59034.0,False,2542.85,3,0,27,52528,52528.0,448,2.25,4,9,0.3333320987700046,0.008528784631950989,1945.4742760212,0.0,4.0,7.0,8.0,8.0,11,16,5,0,0,0,0
318755,0,2,1,0,51438.0,False,2543.0,5,0,16,33682,33682.0,936,1.3333333333333333,6,6,0.37499765626464837,0.027789323591861162,2105.111843050981,0.0,1.0,11.0,0.0,4.0,12,4,-8,0,0,0,0
469660,0,2,1,0,51438.0,False,2543.0,2,0,12,17292,17292.0,0,1.0,3,5,0.4166631944733794,0.0,1440.9879917667354,2.0,0.0,5.0,4.0,3.0,5,7,2,0,0,0,0
133821,0,2,1,0,61951.0,False,2544.34,2,0,14,21140,21140.0,1023,1.1666666666666667,5,7,0.4999964285969386,0.04839167432170447,1509.9892143627546,1.0,6.0,3.0,4.0,1.0,9,5,-4,0,0,0,0
915156,1,2,1,0,61951.0,False,2544.34,3,0,24,37462,37462.0,977,2.0,5,9,0.3749984375065104,0.026079760754685388,1560.9101628743213,0.0,1.0,6.0,10.0,7.0,7,17,10,0,0,0,0
948714,1,2,0,0,98620.0,False,2544.97,4,0,30,28799,28799.0,498,2.5,5,9,0.29999900000333335,0.017292267032562703,959.9634667884441,0.0,5.0,9.0,11.0,5.0,14,16,2,0,0,0,0
783255,1,1,0,0,73510.0,True,2545.06,5,0,16,25936,25936.0,753,1.3333333333333333,3,7,0.43749726564208974,0.029033004206381073,1620.9898688133198,0.0,2.0,3.0,4.0,7.0,5,11,6,0,0,0,0
841948,1,2,0,0,84496.0,False,2545.07,2,0,9,11182,11182.0,423,0.75,4,4,0.4444395062277086,0.03782865285433149,1242.4306396595593,0.0,4.0,0.0,2.0,3.0,4,5,1,0,0,0,0
536018,1,2,0,0,51478.0,False,2545.22,2,0,14,18020,18020.0,0,1.1666666666666667,4,5,0.35714030614067044,0.0,1287.1336633309763,1.0,0.0,6.0,7.0,1.0,6,8,2,0,0,0,0
603545,0,2,0,0,51478.0,False,2545.22,0,0,5,6574,6574.0,0,0.4166666666666667,2,3,0.5999880002399952,0.0,1314.7737045259096,1.0,0.0,0.0,2.0,3.0,0,5,5,0,0,0,0
338750,1,2,1,0,53310.0,False,2545.52,5,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
982535,0,2,1,0,53310.0,False,2545.52,2,0,17,28071,28071.0,814,1.4166666666666667,5,7,0.41176228375127205,0.028997898083438785,1651.225581025994,1.0,3.0,7.0,5.0,2.0,10,7,-3,0,0,0,0
138121,1,1,2,0,73510.0,True,2546.36,1,0,23,34315,34315.0,834,1.9166666666666667,6,8,0.3478245746757623,0.024304240057396943,1491.9500349998477,0.0,4.0,11.0,3.0,5.0,15,8,-7,0,0,0,0
516594,0,1,2,0,73510.0,True,2546.36,1,0,19,23937,23937.0,0,1.5833333333333333,5,8,0.4210504155241288,0.0,1259.835474550134,0.0,6.0,5.0,5.0,3.0,11,8,-3,0,0,0,0
844677,1,2,1,0,95273.0,False,2546.87,1,0,15,23089,23089.0,896,1.25,4,6,0.399997333351111,0.03880635783790395,1539.2564049573002,2.0,5.0,5.0,4.0,1.0,10,5,-5,0,0,0,0
942355,1,2,1,0,50966.0,False,2547.37,5,0,18,19571,19571.0,689,1.5,5,9,0.49999722223765425,0.03520515029786342,1087.2717373792368,0.0,6.0,5.0,3.0,4.0,11,7,-4,0,0,0,0
140391,1,2,2,0,48042.0,False,2548.39,3,0,10,13174,13174.0,0,0.8333333333333334,3,4,0.39999600003999963,0.0,1317.3868261317386,1.0,0.0,3.0,3.0,4.0,3,7,4,0,0,0,0
220538,1,2,2,0,48042.0,False,2548.39,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
729173,1,2,1,0,66552.0,False,2548.84,3,0,14,20944,20944.0,584,1.1666666666666667,4,5,0.35714030614067044,0.02788388069192188,1495.9893143620402,1.0,0.0,8.0,3.0,3.0,8,6,-2,0,0,0,0
781924,0,2,1,0,66552.0,False,2548.84,3,0,21,31245,31245.0,670,1.75,5,8,0.38095056690206236,0.02144343088032187,1487.8500578568674,0.0,6.0,5.0,5.0,5.0,11,10,-1,0,0,0,0
453133,1,2,1,0,70675.0,False,2549.08,5,0,27,46012,46012.0,1156,2.25,6,10,0.3703689986333384,0.025123880672164044,1704.1418365117167,0.0,4.0,9.0,7.0,7.0,13,14,1,0,0,0,0
465421,0,2,1,0,70675.0,False,2549.08,1,0,14,17208,17208.0,0,1.1666666666666667,6,4,0.28571224491253633,0.0,1229.1340776137313,4.0,3.0,7.0,4.0,0.0,10,4,-6,0,0,0,0
985839,1,1,0,0,73510.0,True,2549.45,0,0,8,13697,13697.0,0,0.6666666666666666,4,4,0.499993750078124,0.0,1712.1035987050163,1.0,0.0,4.0,2.0,2.0,4,4,0,0,0,0,0
321012,0,2,1,0,84752.0,False,2549.79,5,0,22,41976,41976.0,542,1.8333333333333333,5,9,0.4090890495952291,0.012912140239870069,1907.9913273121485,0.0,4.0,4.0,6.0,8.0,8,14,6,0,0,0,0
528331,1,2,1,0,84752.0,False,2549.79,2,0,12,15848,15848.0,1381,1.0,3,7,0.5833284722627311,0.08714033261521749,1320.6556612028232,0.0,2.0,5.0,4.0,1.0,7,5,-2,0,0,0,0
186810,1,2,1,0,82566.0,False,2550.66,2,0,12,18362,18362.0,618,1.0,5,5,0.4166631944733794,0.033656464254131005,1530.1539153840386,2.0,0.0,2.0,9.0,1.0,2,10,8,0,0,0,0
771901,1,2,1,0,82566.0,False,2550.66,0,0,10,12127,12127.0,962,0.8333333333333334,4,4,0.39999600003999963,0.07932712064544306,1212.687873121269,1.0,0.0,0.0,7.0,3.0,0,10,10,0,0,0,0
348400,0,2,1,0,90265.0,False,2551.23,2,0,27,48220,48220.0,0,2.25,6,9,0.3333320987700046,0.0,1785.9193114099578,2.0,4.0,8.0,12.0,3.0,12,15,3,0,0,0,0
354461,0,2,1,0,90265.0,False,2551.23,2,0,30,40289,40289.0,0,2.5,6,11,0.3666654444485185,0.0,1342.962190126033,0.0,4.0,13.0,3.0,10.0,17,13,-4,0,0,0,0
478986,0,2,1,0,90265.0,False,2551.23,4,0,21,33227,33227.0,0,1.75,5,6,0.2857129251765468,0.0,1582.2305608068534,0.0,6.0,5.0,5.0,5.0,11,10,-1,0,0,0,0
750649,1,2,1,0,90265.0,False,2551.23,1,0,28,40210,40210.0,0,2.3333333333333335,6,8,0.28571326530976676,0.0,1436.066299763215,0.0,3.0,8.0,10.0,7.0,11,17,6,0,0,0,0
805170,1,2,1,0,90265.0,False,2551.23,3,0,24,44438,44438.0,869,2.0,5,10,0.4166649305627893,0.019555335479645046,1851.5756184349232,0.0,6.0,8.0,9.0,1.0,14,10,-4,0,0,0,0
997434,1,2,1,0,90265.0,False,2551.23,3,0,21,30415,30415.0,1255,1.75,4,8,0.38095056690206236,0.04126253479775593,1448.3264365407783,0.0,8.0,3.0,6.0,4.0,11,10,-1,0,0,0,0
218757,1,2,0,0,90046.0,False,2551.31,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
830171,0,2,0,0,90046.0,False,2551.31,1,0,20,32210,32210.0,0,1.6666666666666667,4,6,0.29999850000749995,0.0,1610.4919475402623,1.0,7.0,3.0,4.0,6.0,10,10,0,0,0,0,0
571239,1,2,1,0,96393.0,False,2551.35,3,0,17,22342,22342.0,1077,1.4166666666666667,3,7,0.41176228375127205,0.04820517389577847,1314.2275633672743,0.0,6.0,3.0,4.0,4.0,9,8,-1,0,0,0,0
976529,1,2,1,0,96393.0,False,2551.35,4,0,18,28891,28891.0,0,1.5,4,6,0.3333314814917695,0.0,1605.0466386297853,0.0,2.0,4.0,7.0,5.0,6,12,6,0,0,0,0
127785,1,2,1,0,68641.0,False,2552.0,3,0,17,25213,25213.0,0,1.4166666666666667,5,7,0.41176228375127205,0.0,1483.108922888689,0.0,2.0,4.0,6.0,5.0,6,11,5,0,0,0,0
503357,0,2,1,0,68641.0,False,2552.0,0,0,20,23576,23576.0,0,1.6666666666666667,4,9,0.44999775001125,0.0,1178.79410602947,0.0,3.0,6.0,5.0,6.0,9,11,2,0,0,0,0
166865,1,2,1,0,87330.0,False,2552.04,5,0,22,35648,35648.0,563,1.8333333333333333,7,9,0.4090890495952291,0.01579331234348824,1620.3562711078587,0.0,5.0,1.0,11.0,5.0,6,16,10,0,0,0,0
313732,1,2,1,0,87330.0,False,2552.04,4,0,16,18839,18839.0,584,1.3333333333333333,4,7,0.43749726564208974,0.03099952210308656,1177.4301410616183,0.0,5.0,1.0,6.0,4.0,6,10,4,0,0,0,0
254579,1,2,1,0,57627.0,False,2552.23,2,0,11,15830,15830.0,0,0.9166666666666666,4,4,0.363633057881292,0.0,1439.0778265652132,2.0,7.0,0.0,3.0,1.0,7,4,-3,0,0,0,0
631583,0,2,1,0,57627.0,False,2552.23,5,0,21,39277,39277.0,496,1.75,5,9,0.4285693877648202,0.012628255690026593,1870.324427026538,0.0,4.0,3.0,11.0,3.0,7,14,7,0,0,0,0
957881,0,2,0,0,56145.0,False,2552.91,5,0,24,38974,38974.0,0,2.0,6,8,0.33333194445023145,0.0,1623.9099003754152,2.0,6.0,6.0,10.0,2.0,12,12,0,0,0,0,0
649422,0,2,1,0,86009.0,False,2553.67,5,0,13,17158,17158.0,538,1.0833333333333333,3,5,0.38461242605826107,0.031355635672248305,1319.8360012615287,0.0,2.0,0.0,2.0,9.0,2,11,9,0,0,0,0
733627,1,2,1,0,86009.0,False,2553.67,0,0,9,12357,12357.0,0,0.75,4,4,0.4444395062277086,0.0,1372.9847446139488,0.0,0.0,0.0,1.0,8.0,0,9,9,0,0,0,0
570600,1,2,1,0,48399.0,False,2554.03,4,0,16,18036,18036.0,351,1.3333333333333333,4,7,0.43749726564208974,0.01946107773641008,1127.242954731533,0.0,2.0,4.0,3.0,7.0,6,10,4,0,0,0,0
640614,0,1,0,0,73510.0,True,2554.03,1,0,17,20662,20662.0,0,1.4166666666666667,5,7,0.41176228375127205,0.0,1215.4046152669691,1.0,8.0,2.0,2.0,5.0,10,7,-3,0,0,0,0
431640,0,1,1,0,73510.0,True,2554.19,0,0,25,43213,43213.0,1946,2.0833333333333335,4,10,0.39999840000639997,0.04503274467166653,1728.5130859476562,0.0,4.0,8.0,8.0,5.0,12,13,1,0,0,0,0
850414,1,1,1,0,73510.0,True,2554.19,3,0,10,13710,13710.0,450,0.8333333333333334,3,6,0.5999940000599994,0.03282275687218996,1370.9862901370986,0.0,5.0,4.0,0.0,1.0,9,1,-8,0,0,0,0
352490,0,0,1,0,44154.0,False,2554.44,1,0,29,40463,40463.0,1108,2.4166666666666665,5,10,0.3448263971503547,0.0273830412293131,1395.2710507894801,2.0,5.0,12.0,10.0,2.0,17,12,-5,0,0,0,0
593327,0,0,1,0,44154.0,False,2554.44,1,0,10,10662,10662.0,0,0.8333333333333334,6,3,0.2999970000299997,0.0,1066.189338106619,0.0,2.0,6.0,0.0,2.0,8,2,-6,1,1,1,0
114214,0,1,1,0,73510.0,True,2554.55,0,0,5,6361,6361.0,0,0.4166666666666667,3,3,0.5999880002399952,0.0,1272.17455650887,0.0,0.0,0.0,0.0,5.0,0,5,5,1,1,1,0
562644,0,1,1,0,73510.0,True,2554.55,4,0,19,34923,34923.0,1002,1.5833333333333333,5,5,0.26315650970258053,0.02869169307135214,1838.0429576686438,0.0,0.0,9.0,5.0,5.0,9,10,1,0,0,0,0
618494,0,1,0,0,73510.0,True,2555.05,0,0,1,1628,1628.0,0,0.08333333333333333,1,1,0.9999000099990001,0.0,1627.8372162783721,0.0,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0
734458,1,2,1,0,50482.0,False,2555.52,0,0,11,14889,14889.0,0,0.9166666666666666,4,4,0.363633057881292,0.0,1353.5331496986391,3.0,0.0,10.0,1.0,0.0,10,1,-9,0,0,0,0
784946,1,2,1,0,50482.0,False,2555.52,2,0,14,21370,21370.0,364,1.1666666666666667,4,5,0.35714030614067044,0.01703322406629282,1526.4176684452254,1.0,7.0,4.0,0.0,3.0,11,3,-8,0,0,0,0
489244,0,4,1,0,151258.0,False,2555.54,1,0,27,39158,39158.0,1510,2.25,6,9,0.3333320987700046,0.03856172419796281,1450.2909248484266,0.0,6.0,9.0,7.0,5.0,15,12,-3,0,0,0,0
492496,0,2,1,0,49371.0,False,2556.61,0,0,24,44724,44724.0,594,2.0,6,5,0.20833246528139465,0.01328145958930002,1863.492235449019,0.0,0.0,11.0,12.0,1.0,11,13,2,0,0,0,0
747571,0,2,1,0,49371.0,False,2556.61,4,0,11,21216,21216.0,477,0.9166666666666666,4,6,0.545449586821938,0.022483031568236087,1928.7097390023728,1.0,2.0,5.0,3.0,1.0,7,4,-3,0,0,0,0
278854,0,1,2,0,73510.0,True,2557.09,2,0,40,49218,49218.0,1445,1.6666666666666667,6,16,0.39999900000249994,0.029359177477022276,1230.4469238826903,0.0,8.0,14.0,8.0,10.0,22,18,-4,0,0,0,0
547500,0,2,1,0,84741.0,False,2557.59,3,0,33,35743,35743.0,1615,2.75,5,10,0.3030293847594401,0.045183672201036085,1083.1179299456667,0.0,11.0,4.0,8.0,10.0,15,18,3,0,0,0,0
354084,1,1,0,0,73510.0,True,2558.18,4,0,17,25955,25955.0,0,1.4166666666666667,4,6,0.35293910035823317,0.0,1526.7557249663237,2.0,5.0,8.0,2.0,2.0,13,4,-9,0,0,0,0
634386,1,1,0,0,73510.0,True,2558.18,1,0,17,27663,27663.0,444,1.4166666666666667,4,6,0.35293910035823317,0.01605031986389647,1627.2257222016342,0.0,3.0,7.0,5.0,2.0,10,7,-3,0,0,0,0
